fitxer,full,fila,resultat,motiu,dades
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,66,EXCLOSA,subproducte BRISA,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""24000000032\"",\""DATA GUIA\"":\""2024-09-18T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""BRISA\"",\""LITRES\"":null,\""KG\"":\""12000\"",\""GRAU EMCS\"":\""3\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""[object Object]\"",\""VTO\"":null,\""Nº FACT.\"":\""224/22\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":null,\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,67,EXCLOSA,subproducte BRISA,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""24000000033\"",\""DATA GUIA\"":\""2024-09-19T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""BRISA\"",\""LITRES\"":null,\""KG\"":\""11620\"",\""GRAU EMCS\"":\""3\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""[object Object]\"",\""VTO\"":null,\""Nº FACT.\"":\""224/22\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":null,\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,68,EXCLOSA,subproducte BRISA,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""24000000034\"",\""DATA GUIA\"":\""2024-09-24T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""BRISA\"",\""LITRES\"":null,\""KG\"":\""9380\"",\""GRAU EMCS\"":\""3\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""[object Object]\"",\""VTO\"":null,\""Nº FACT.\"":\""224/23\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":null,\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,69,EXCLOSA,subproducte BRISA,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""24000000035\"",\""DATA GUIA\"":\""2024-09-25T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""BRISA\"",\""LITRES\"":null,\""KG\"":\""15100\"",\""GRAU EMCS\"":\""3\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""[object Object]\"",\""VTO\"":null,\""Nº FACT.\"":\""224/23\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":null,\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,70,EXCLOSA,subproducte BRISA,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""24000000036\"",\""DATA GUIA\"":\""2024-09-25T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""BRISA\"",\""LITRES\"":null,\""KG\"":\""10280\"",\""GRAU EMCS\"":\""3\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""[object Object]\"",\""VTO\"":null,\""Nº FACT.\"":\""224/23\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":null,\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,71,EXCLOSA,subproducte BRISA,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""24000000037\"",\""DATA GUIA\"":\""2024-10-08T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""BRISA\"",\""LITRES\"":null,\""KG\"":\""12680\"",\""GRAU EMCS\"":\""3\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""[object Object]\"",\""VTO\"":null,\""Nº FACT.\"":\""224/31\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":null,\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,72,EXCLOSA,subproducte BRISA,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""24000000038\"",\""DATA GUIA\"":\""2024-10-08T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""BRISA\"",\""LITRES\"":null,\""KG\"":\""17400\"",\""GRAU EMCS\"":\""3\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""[object Object]\"",\""VTO\"":null,\""Nº FACT.\"":\""224/31\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":null,\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,73,EXCLOSA,subproducte BRISA,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""24000000040\"",\""DATA GUIA\"":\""2024-10-31T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""BRISA\"",\""LITRES\"":null,\""KG\"":\""11520\"",\""GRAU EMCS\"":\""3\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""197.57\"",\""VTO\"":null,\""Nº FACT.\"":\""224/40\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":null,\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,74,EXCLOSA,subproducte MARES,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""25000000004\"",\""DATA GUIA\"":\""2025-01-15T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""MARES\"",\""LITRES\"":\""17120\"",\""KG\"":null,\""GRAU EMCS\"":\""6\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""408\"",\""VTO\"":null,\""Nº FACT.\"":\""224/108\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":\""B\"",\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,75,EXCLOSA,subproducte MARES,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""25000000002\"",\""DATA GUIA\"":\""2025-01-15T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""MARES\"",\""LITRES\"":\""16898\"",\""KG\"":null,\""GRAU EMCS\"":\""6\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""402.8\"",\""VTO\"":null,\""Nº FACT.\"":\""224/108\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":\""B\"",\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,76,EXCLOSA,subproducte MARES,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""25000000003\"",\""DATA GUIA\"":\""2025-01-15T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""MARES\"",\""LITRES\"":\""16737\"",\""KG\"":null,\""GRAU EMCS\"":\""6\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""398.8\"",\""VTO\"":null,\""Nº FACT.\"":\""224/108\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":\""B\"",\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,77,EXCLOSA,subproducte MARES,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""25000000001\"",\""DATA GUIA\"":\""2025-01-15T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""MARES\"",\""LITRES\"":\""16536\"",\""KG\"":null,\""GRAU EMCS\"":\""6\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""394\"",\""VTO\"":null,\""Nº FACT.\"":\""224/108\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":\""B\"",\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,78,EXCLOSA,subproducte MARES,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""25000000005\"",\""DATA GUIA\"":\""2025-01-15T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""MARES\"",\""LITRES\"":\""16475\"",\""KG\"":null,\""GRAU EMCS\"":\""6\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""392.8\"",\""VTO\"":null,\""Nº FACT.\"":\""224/108\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":\""B\"",\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,79,EXCLOSA,subproducte MARES,"""{\""DOCUMENT\"":\""DAV\"",\""Nº GUIA\"":\""25000000006\"",\""DATA GUIA\"":\""2025-05-31T00:00:00.000Z\"",\""CLIENT\"":\""CADES PENEDÈS SA\"",\""PRODUCTE\"":\""MARES\"",\""LITRES\"":\""3746\"",\""KG\"":null,\""GRAU EMCS\"":\""6.9\"",\""GRAU REAL\"":null,\""PREU\"":null,\""TOTAL\"":\""103.2\"",\""VTO\"":null,\""Nº FACT.\"":\""224/109\"",\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":\""B\"",\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,GUIES AGOST 24 - JULIOL 25,317,REBUTJADA,fila sense client o producte,"""{\""DOCUMENT\"":null,\""Nº GUIA\"":null,\""DATA GUIA\"":null,\""CLIENT\"":null,\""PRODUCTE\"":null,\""LITRES\"":\""4066250\"",\""KG\"":null,\""GRAU EMCS\"":null,\""GRAU REAL\"":null,\""PREU\"":\""0.9186807604\"",\""TOTAL\"":\""3735585.642\"",\""VTO\"":null,\""Nº FACT.\"":null,\""VI VELL\"":null,\""COLLITA 2024\"":null,\""VI TÈRBOL\"":null,\""ECO\"":null,\""B / N\"":null,\""IMPORT VELL\"":null,\""IMPORT 2024\"":null,\""COMPROB.\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,2,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""25000000186\"",\""22/8/2025\"":\""2025-10-01T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""AARSTIDERNE A/S - ENGROS\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""BIB NEGRE TAULA ECOLÒGIC\"",\""23.590\"":\""1080\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,3,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""25000000201\"",\""22/8/2025\"":\""2025-10-23T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""AARSTIDERNE A/S - ENGROS\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""BIB BLANC TAULA ECOLÒGIG\"",\""23.590\"":\""1080\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,4,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""26000000125\"",\""22/8/2025\"":\""2026-05-26T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""AARSTIDERNE A/S - ENGROS\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""BIB NEGRE TAULA ECOLÒGIC\"",\""23.590\"":\""1080\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,5,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""26000000080\"",\""22/8/2025\"":\""2026-03-16T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""BODEGAS CARBÓ MAS SA\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""VI BLANC TAULA. COLLITA 2025\"",\""23.590\"":\""3500\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,6,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""26000000112\"",\""22/8/2025\"":\""2026-04-20T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""CADES PENEDÈS SA\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""VI BLANC TAULA ECOLÒGIC\"",\""23.590\"":\""2730\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,7,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""26000000112\"",\""22/8/2025\"":\""2026-04-20T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""CADES PENEDÈS SA\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""VI BLANC TAULA ECOLÒGIC\"",\""23.590\"":\""10269\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,8,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""25000000017\"",\""22/8/2025\"":\""2025-08-22T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""CAVAS SANT MARTIN SA\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""MOST BLANC MACABEU TAULA. 2025\"",\""23.590\"":\""23609\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,9,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""25000000038\"",\""22/8/2025\"":\""2025-09-05T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""CAVES BERNARD MASSARD SA\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""MOST BLANC XAREL·LO TAULA. 2025\"",\""23.590\"":\""23918\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,10,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""25000000039\"",\""22/8/2025\"":\""2025-09-05T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""CAVES BERNARD MASSARD SA\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""MOST BLANC XAREL·LO TAULA. 2025\"",\""23.590\"":\""23194\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,11,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""25000000040\"",\""22/8/2025\"":\""2025-09-05T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""CAVES BERNARD MASSARD SA\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""MOST BLANC XAREL·LO TAULA. 2025\"",\""23.590\"":\""23677\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,12,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""25000000041\"",\""22/8/2025\"":\""2025-09-06T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""CAVES BERNARD MASSARD SA\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""MOST BLANC XAREL·LO TAULA. 2025\"",\""23.590\"":\""23027\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,13,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""26000000067\"",\""22/8/2025\"":\""2026-02-26T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""CELLER ENTREVINYES SL\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025\"",\""23.590\"":\""5156\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,14,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""25000000086\"",\""22/8/2025\"":\""2025-12-01T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""DERIVADOS VITIVINICOLES GARRIDO SLU\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""VI BLANC TAULA. COLLITA 2025\"",\""23.590\"":\""6263\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,15,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""26000000072\"",\""22/8/2025\"":\""2026-03-03T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""FINCA AGRICOLA PARERA SL\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""VI BLANC MUSCAT ECOLÒGI TAULA. COLLITA 2025\"",\""23.590\"":\""1289\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,16,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""26000000072\"",\""22/8/2025\"":\""2026-03-03T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""FINCA AGRICOLA PARERA SL\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025\"",\""23.590\"":\""1289\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
VENTES CAVA G I GS.xlsx,VENDES ALTES PRODUCTES 25-26,17,REBUTJADA,fila sense client o producte,"""{\""25000000015\"":\""26000000078\"",\""22/8/2025\"":\""2026-03-13T00:00:00.000Z\"",\""CAVAS SANT MARTIN SA\"":\""FINCA AGRICOLA PARERA SL\"",\""MOST BLANC MACABEU TAULA. 2025\"":\""VI BLANC MUSCAT ECOLÒGI TAULA. COLLITA 2025\"",\""23.590\"":\""705\"",\""col_6\"":null,\""col_7\"":null,\""col_8\"":null,\""col_9\"":null,\""col_10\"":null,\""col_11\"":null,\""col_12\"":null,\""col_13\"":null,\""col_14\"":null,\""col_15\"":null,\""col_16\"":null,\""col_17\"":null,\""col_18\"":null,\""col_19\"":null,\""col_20\"":null,\""col_21\"":null,\""col_22\"":null,\""col_23\"":null,\""col_24\"":null,\""col_25\"":null,\""col_26\"":null}"""
