fitxer,full,fila,resultat,motiu,dades
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,48,EXCLOSA,producte no catalogat: VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025,"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""CELLER ENTREVINYES SL"", ""LITRES"": ""5156"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000067"", ""PRODUCTE"": ""VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2026-02-26T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,70,EXCLOSA,producte no catalogat: VI BLANC MUSCAT ECOLÒGI TAULA. COLLITA 2025,"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""FINCA AGRICOLA PARERA SL"", ""LITRES"": ""1289"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000072"", ""PRODUCTE"": ""VI BLANC MUSCAT ECOLÒGI TAULA. COLLITA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2026-03-03T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,71,EXCLOSA,producte no catalogat: VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025,"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""FINCA AGRICOLA PARERA SL"", ""LITRES"": ""1289"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000072"", ""PRODUCTE"": ""VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2026-03-03T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,72,EXCLOSA,producte no catalogat: VI BLANC MUSCAT ECOLÒGI TAULA. COLLITA 2025,"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""FINCA AGRICOLA PARERA SL"", ""LITRES"": ""705"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000078"", ""PRODUCTE"": ""VI BLANC MUSCAT ECOLÒGI TAULA. COLLITA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2026-03-13T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,73,EXCLOSA,producte no catalogat: VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025,"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""FINCA AGRICOLA PARERA SL"", ""LITRES"": ""141"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000115"", ""PRODUCTE"": ""VI BLANC XAREL·LO VERMELL ECOLÒGIC TAULA. COLLITA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2026-04-23T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,74,EXCLOSA,producte no catalogat: VI ROSAT PINOT NOIR ECOLÒGIC BASE CAVA (G-CB),"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""GASTON COTY SA"", ""LITRES"": ""1712"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000024"", ""PRODUCTE"": ""VI ROSAT PINOT NOIR ECOLÒGIC BASE CAVA (G-CB)"", ""CONTACTAT"": ""SI"", ""DATA GUIA"": ""2026-02-13T00:00:00.000Z"", ""PREVISIÓ 2026"": ""PENDENT""}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,75,EXCLOSA,producte no catalogat: VI BLANC CHARDONNAY ECOLÒGIC BASE CAVA (G-CB),"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""GASTON COTY SA"", ""LITRES"": ""604"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000025"", ""PRODUCTE"": ""VI BLANC CHARDONNAY ECOLÒGIC BASE CAVA (G-CB)"", ""CONTACTAT"": ""SI"", ""DATA GUIA"": ""2026-02-13T00:00:00.000Z"", ""PREVISIÓ 2026"": ""PENDENT""}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,76,EXCLOSA,producte no catalogat: VI ROSAT PINOT NOIR ECOLÒGIC BASE CAVA (G-CB),"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""GASTON COTY SA"", ""LITRES"": ""1712"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000027"", ""PRODUCTE"": ""VI ROSAT PINOT NOIR ECOLÒGIC BASE CAVA (G-CB)"", ""CONTACTAT"": ""SI"", ""DATA GUIA"": ""2026-02-13T00:00:00.000Z"", ""PREVISIÓ 2026"": ""PENDENT""}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,78,EXCLOSA,producte no catalogat: VI ROSAT PINOT NOIR ECOLÒGIC BASE CAVA (G-CB),"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""GASTON COTY SA"", ""LITRES"": ""4169"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000043"", ""PRODUCTE"": ""VI ROSAT PINOT NOIR ECOLÒGIC BASE CAVA (G-CB)"", ""CONTACTAT"": ""SI"", ""DATA GUIA"": ""2026-02-19T00:00:00.000Z"", ""PREVISIÓ 2026"": ""PENDENT""}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,83,EXCLOSA,producte no catalogat: VI BLANC CHARDONNAY ECOLÒGIC BASE CAVA (G-CB),"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""GASTON COTY SA"", ""LITRES"": ""604"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000082"", ""PRODUCTE"": ""VI BLANC CHARDONNAY ECOLÒGIC BASE CAVA (G-CB)"", ""CONTACTAT"": ""SI"", ""DATA GUIA"": ""2026-03-17T00:00:00.000Z"", ""PREVISIÓ 2026"": ""PENDENT""}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,101,EXCLOSA,producte no catalogat: VI NEGRE CUPATGE APTE D.O CATALUNYA. COLLTIA 2025,"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""MASIA PUIGMULTÓ SL"", ""LITRES"": ""19978"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""26000000084"", ""PRODUCTE"": ""VI NEGRE CUPATGE APTE D.O CATALUNYA. COLLTIA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2026-03-17T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,170,EXCLOSA,producte no catalogat: VI NEGRE ULL LLEBRE ECOLÒGIC D.O PENEDÈS. COLLITA 2024,"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""SEGURA PUJADES JOAN"", ""LITRES"": ""1200"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""25000000204"", ""PRODUCTE"": ""VI NEGRE ULL LLEBRE ECOLÒGIC D.O PENEDÈS. COLLITA 2024"", ""CONTACTAT"": null, ""DATA GUIA"": ""2025-10-30T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,172,EXCLOSA,producte no catalogat: VI BLANC CHENIN ECOLÒGIC APTE D.O PENEDÈS. COLLITA 2025,"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""SEGURA PUJADES JOAN"", ""LITRES"": ""700"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""25000000229"", ""PRODUCTE"": ""VI BLANC CHENIN ECOLÒGIC APTE D.O PENEDÈS. COLLITA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2025-12-09T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA 25-26,176,EXCLOSA,producte no catalogat: VI BLANC PARELLADA ECOLÒGIC BASE CAVA (GS-CB-AF),"{""col_8"": null, ""col_9"": null, ""CLIENT"": ""SEGURA PUJADES JOAN"", ""LITRES"": ""800"", ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""col_23"": null, ""col_24"": null, ""col_25"": null, ""col_26"": null, ""Nº GUIA"": ""25000000231"", ""PRODUCTE"": ""VI BLANC PARELLADA ECOLÒGIC BASE CAVA (GS-CB-AF)"", ""CONTACTAT"": null, ""DATA GUIA"": ""2025-12-10T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES BASE CAVA GUARDA SUPERIO,46,EXCLOSA,producte no catalogat: VI BLANC PARELLADA ECOLÒGIC BASE CAVA (GS-CB-AF),"{""VIA"": null, ""col_9"": null, ""CLIENT"": ""SEGURA PUJADES JOAN"", ""LITRES"": ""978.428571428571"", ""Nº GUIA"": ""25000000231"", ""PRODUCTE"": ""VI BLANC PARELLADA ECOLÒGIC BASE CAVA (GS-CB-AF)"", ""CONTACTAT"": ""800"", ""DATA GUIA"": ""2025-12-10T00:00:00.000Z"", ""PREVISIÓ 2026"": ""800""}"
VENTES CAVA G I GS.xlsx,VENDES VI DO CATALUNYA 25-26,9,EXCLOSA,producte no catalogat: VI NEGRE CUPATGE APTE D.O CATALUNYA. COLLTIA 2025,"{""VIA"": ""VISITA"", ""col_9"": null, ""CLIENT"": ""MASIA PUIGMULTÓ SL"", ""LITRES"": ""19978"", ""VIA__2"": null, ""col_10"": null, ""col_11"": null, ""col_12"": null, ""col_13"": null, ""col_14"": null, ""col_15"": null, ""col_16"": null, ""col_17"": null, ""col_18"": null, ""col_19"": null, ""col_20"": null, ""col_21"": null, ""col_22"": null, ""Nº GUIA"": ""26000000084"", ""PRODUCTE"": ""VI NEGRE CUPATGE APTE D.O CATALUNYA. COLLTIA 2025"", ""CONTACTAT"": ""SI"", ""DATA GUIA"": ""2026-03-17T00:00:00.000Z"", ""CONTACTAT__2"": null, ""PREVISIÓ 2026"": ""IGUAL, NO CONFIRMAT""}"
VENTES CAVA G I GS.xlsx,VENDES VI DO PENEDES 25-26,2,EXCLOSA,producte no catalogat: VI ROSAT CUPATGE ECOLÒGIC APTE D.O PENEDÈS. COLLITA 2025,"{""VIA"": null, ""CLIENT"": ""AGRUPACIÓ DE VITICULTORS ARTESANALS SL"", ""LITRES"": ""7956"", ""Nº GUIA"": ""26000000001"", ""PRODUCTE"": ""VI ROSAT CUPATGE ECOLÒGIC APTE D.O PENEDÈS. COLLITA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2026-01-08T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES VI DO PENEDES 25-26,4,EXCLOSA,producte no catalogat: VI NEGE ECOLÒGIC APTE D.O PENEDÈS (CUPATGE). 2024,"{""VIA"": null, ""CLIENT"": ""BODEGAS PINORD SA"", ""LITRES"": ""25720"", ""Nº GUIA"": ""25000000211"", ""PRODUCTE"": ""VI NEGE ECOLÒGIC APTE D.O PENEDÈS (CUPATGE). 2024"", ""CONTACTAT"": null, ""DATA GUIA"": ""2025-11-11T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES VI DO PENEDES 25-26,5,EXCLOSA,producte no catalogat: VI NEGRE ULL LLEBRE - CABERNET ECOLÒGIC APTE D.O PENEDÈS. COLLITA 2025,"{""VIA"": null, ""CLIENT"": ""BODEGAS SUMARROCA SL"", ""LITRES"": ""17623"", ""Nº GUIA"": ""26000000003"", ""PRODUCTE"": ""VI NEGRE ULL LLEBRE - CABERNET ECOLÒGIC APTE D.O PENEDÈS. COLLITA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2026-01-12T00:00:00.000Z"", ""PREVISIÓ 2026"": ""NO TENEN PREVISIÓ""}"
VENTES CAVA G I GS.xlsx,VENDES VI DO PENEDES 25-26,10,EXCLOSA,producte no catalogat: VI NEGRE ULL LLEBRE ECOLÒGIC D.O PENEDÈS. COLLITA 2024,"{""VIA"": null, ""CLIENT"": ""SEGURA PUJADES JOAN"", ""LITRES"": ""1200"", ""Nº GUIA"": ""25000000204"", ""PRODUCTE"": ""VI NEGRE ULL LLEBRE ECOLÒGIC D.O PENEDÈS. COLLITA 2024"", ""CONTACTAT"": null, ""DATA GUIA"": ""2025-10-30T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
VENTES CAVA G I GS.xlsx,VENDES VI DO PENEDES 25-26,12,EXCLOSA,producte no catalogat: VI BLANC CHENIN ECOLÒGIC APTE D.O PENEDÈS. COLLITA 2025,"{""VIA"": null, ""CLIENT"": ""SEGURA PUJADES JOAN"", ""LITRES"": ""700"", ""Nº GUIA"": ""25000000229"", ""PRODUCTE"": ""VI BLANC CHENIN ECOLÒGIC APTE D.O PENEDÈS. COLLITA 2025"", ""CONTACTAT"": null, ""DATA GUIA"": ""2025-12-09T00:00:00.000Z"", ""PREVISIÓ 2026"": null}"
